Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
March 31 2023,DeKalb,GA,Passenger,2,0,2,49,51,3.92
November 30 2022,Doña Ana,NM,Passenger,1,0,1,13,14,7.14
November 30 2017,Marin,CA,Passenger,1,0,1,57,58,1.72
May 31 2022,Montgomery,AL,Passenger,2,1,3,36,39,7.69
October 31 2017,Twin Falls,ID,Passenger,0,1,1,26,27,3.70
July 31 2020,Owyhee,ID,Passenger,1,0,1,3,4,25.00
July 31 2019,Lake,CA,Passenger,0,1,1,9,10,10.00
July 31 2023,Grays Harbor,WA,Passenger,318,194,512,48208,48720,1.05
September 30 2017,Columbia,WA,Truck,0,0,0,1558,1558,0.00
January 31 2024,Snohomish,WA,Truck,292,0,292,120323,120615,0.24
March 31 2018,Riverside,CA,Passenger,2,2,4,717,721,0.55
December 31 2023,El Paso,TX,Passenger,4,1,5,276,281,1.78
January 31 2024,Whatcom,WA,Truck,91,0,91,42468,42559,0.21
May 31 2020,El Paso,CO,Passenger,3,1,4,727,731,0.55
May 31 2021,Dallas,TX,Passenger,1,0,1,178,179,0.56
July 31 2023,Autauga,AL,Passenger,2,0,2,13,15,13.33
February 28 2021,Pulaski,MO,Passenger,1,0,1,145,146,0.68
July 31 2022,Charleston,SC,Passenger,1,2,3,68,71,4.23
November 30 2022,Norfolk,MA,Passenger,1,0,1,26,27,3.70
June 30 2024,Galveston,TX,Passenger,0,1,1,14,15,6.67
August 31 2023,Clark,WA,Passenger,6358,2432,8790,313349,322139,2.73
December 31 2018,Skamania,WA,Passenger,16,13,29,8724,8753,0.33
July 31 2019,Asotin,WA,Passenger,12,8,20,12652,12672,0.16
September 30 2019,Cowlitz,WA,Passenger,106,106,212,73289,73501,0.29
August 31 2020,Ferry,WA,Truck,0,0,0,3582,3582,0.00
November 30 2020,Pend Oreille,WA,Truck,0,0,0,5717,5717,0.00
February 28 2018,Grant,WA,Passenger,31,38,69,62311,62380,0.11
July 31 2020,Vigo,IN,Passenger,1,0,1,5,6,16.67
May 31 2017,Norfolk,MA,Passenger,1,0,1,41,42,2.38
June 30 2023,Pima,AZ,Passenger,1,0,1,218,219,0.46
October 31 2018,Wahkiakum,WA,Passenger,1,1,2,2982,2984,0.07
July 31 2020,DeKalb,GA,Passenger,1,0,1,81,82,1.22
January 31 2021,Calvert,MD,Passenger,0,2,2,88,90,2.22
May 31 2021,Williams,ND,Passenger,0,1,1,7,8,12.50
October 31 2022,Providence,RI,Passenger,1,0,1,19,20,5.00
February 29 2024,Alexandria,VA,Passenger,3,0,3,86,89,3.37
June 30 2023,Albemarle,VA,Passenger,3,0,3,15,18,16.67
April 30 2019,Jefferson,NY,Passenger,0,1,1,221,222,0.45
November 30 2018,Garfield,OK,Passenger,1,0,1,15,16,6.25
March 31 2024,Wahkiakum,WA,Passenger,35,23,58,3044,3102,1.87
October 31 2017,Pierce,WA,Passenger,1040,916,1956,525350,527306,0.37
November 30 2021,Pennington,SD,Passenger,1,0,1,32,33,3.03
June 30 2023,Napa,CA,Passenger,0,1,1,13,14,7.14
July 31 2023,Tooele,UT,Passenger,1,0,1,10,11,9.09
September 30 2023,Ventura,CA,Passenger,2,3,5,222,227,2.20
July 31 2018,Washington,OR,Passenger,0,1,1,491,492,0.20
December 31 2018,Goochland,VA,Passenger,0,1,1,249,250,0.40
January 31 2018,El Paso,CO,Passenger,2,1,3,767,770,0.39
March 31 2021,Grant,WA,Truck,0,0,0,27746,27746,0.00
September 30 2022,Moore,NC,Passenger,0,1,1,111,112,0.89
September 30 2022,Palm Beach,FL,Passenger,1,1,2,57,59,3.39
November 30 2020,Harrison,MS,Passenger,1,0,1,57,58,1.72
July 31 2022,San Joaquin,CA,Passenger,1,1,2,94,96,2.08
May 31 2022,Owyhee,ID,Passenger,1,0,1,2,3,33.33
December 31 2020,Asotin,WA,Truck,0,0,0,6672,6672,0.00
September 30 2018,Stevens,WA,Truck,0,0,0,18672,18672,0.00
September 30 2020,Washington,OR,Passenger,1,0,1,450,451,0.22
November 30 2017,Snohomish,WA,Passenger,1986,1017,3003,515916,518919,0.58
December 31 2020,Anne Arundel,MD,Passenger,1,1,2,398,400,0.50
October 31 2019,Wahkiakum,WA,Truck,0,0,0,1751,1751,0.00
January 31 2017,Santa Fe,NM,Passenger,0,1,1,44,45,2.22
December 31 2021,Plaquemines,LA,Passenger,0,1,1,20,21,4.76
December 31 2017,Franklin,MA,Passenger,0,1,1,5,6,16.67
May 31 2021,King,WA,Passenger,30030,8920,38950,1367477,1406427,2.77
April 30 2018,Franklin,WA,Truck,0,0,0,18593,18593,0.00
September 30 2018,Asotin,WA,Passenger,11,8,19,12674,12693,0.15
February 28 2021,Placer,CA,Passenger,2,0,2,87,89,2.25
May 31 2024,Onslow,NC,Passenger,0,1,1,120,121,0.83
November 30 2017,Clay,FL,Passenger,0,1,1,108,109,0.92
May 31 2020,Pulaski,MO,Passenger,1,0,1,146,147,0.68
August 31 2023,York,VA,Passenger,1,0,1,70,71,1.41
February 28 2019,Larimer,CO,Passenger,1,0,1,56,57,1.75
December 31 2022,Champaign,IL,Passenger,1,0,1,10,11,9.09
August 31 2019,Monroe,IL,Passenger,1,0,1,4,5,20.00
May 31 2021,Botetourt,VA,Passenger,1,0,1,0,1,100.00
January 31 2022,Clallam,WA,Passenger,392,241,633,50208,50841,1.25
May 31 2018,Snohomish,WA,Passenger,2280,1222,3502,519912,523414,0.67
May 31 2024,Monterey,CA,Passenger,0,4,4,121,125,3.20
January 31 2024,Goochland,VA,Passenger,1,1,2,46,48,4.17
June 30 2017,Honolulu,HI,Passenger,3,2,5,607,612,0.82
February 28 2022,Monterey,CA,Passenger,0,3,3,152,155,1.94
April 30 2020,Franklin,WA,Passenger,58,75,133,60710,60843,0.22
December 31 2023,Goochland,VA,Passenger,1,1,2,51,53,3.77
May 31 2020,Lewis,WA,Truck,0,0,0,26001,26001,0.00
February 28 2021,Thurston,WA,Truck,0,0,0,56390,56390,0.00
October 31 2023,San Diego,CA,Passenger,20,9,29,2074,2103,1.38
May 31 2022,Mason,WA,Truck,1,0,1,21021,21022,0.00
March 31 2023,Frederick,MD,Passenger,1,0,1,58,59,1.69
September 30 2021,Montgomery,PA,Passenger,2,0,2,22,24,8.33
November 30 2023,El Dorado,CA,Passenger,1,0,1,17,18,5.56
July 31 2021,Tarrant,TX,Passenger,2,0,2,153,155,1.29
December 31 2022,Mason,WA,Truck,6,0,6,20821,20827,0.03
June 30 2021,Clallam,WA,Passenger,329,217,546,50472,51018,1.07
January 31 2020,Clallam,WA,Truck,1,0,1,21846,21847,0.00
April 30 2022,Orange,FL,Passenger,2,0,2,105,107,1.87
June 30 2021,Spartanburg,SC,Passenger,0,1,1,53,54,1.85
December 31 2021,Lake,IL,Passenger,3,0,3,165,168,1.79
April 30 2022,Philadelphia,PA,Passenger,1,0,1,47,48,2.08
August 31 2024,Adams,CO,Passenger,1,0,1,18,19,5.26
April 30 2017,Kitsap,WA,Truck,1,0,1,52314,52315,0.00
September 30 2021,Franklin,WA,Passenger,138,100,238,62081,62319,0.38
March 31 2018,Franklin,WA,Passenger,34,55,89,57203,57292,0.16
March 31 2022,Collin,TX,Passenger,4,0,4,114,118,3.39
February 28 2021,Whitman,WA,Truck,0,0,0,8514,8514,0.00
November 30 2021,Adams,WA,Passenger,16,14,30,13025,13055,0.23
April 30 2022,Henrico,VA,Passenger,0,1,1,18,19,5.26
September 30 2021,Fulton,GA,Passenger,0,1,1,81,82,1.22
January 31 2021,El Dorado,CA,Passenger,1,0,1,36,37,2.70
April 30 2024,Polk,OR,Passenger,1,1,2,16,18,11.11
September 30 2022,Goochland,VA,Passenger,1,2,3,123,126,2.38
January 31 2024,Mason,WA,Truck,19,0,19,20442,20461,0.09
January 31 2018,Douglas,WA,Truck,0,0,0,11787,11787,0.00
July 31 2021,Yakima,WA,Passenger,238,161,399,169220,169619,0.24
August 31 2018,Washington,OR,Passenger,0,1,1,483,484,0.21
April 30 2017,Benton,WA,Passenger,143,140,283,128062,128345,0.22
April 30 2017,Travis,TX,Passenger,1,1,2,200,202,0.99
June 30 2023,Anne Arundel,MD,Passenger,4,3,7,298,305,2.30
July 31 2019,Cascade,MT,Passenger,0,1,1,68,69,1.45
August 31 2021,Hennepin,MN,Passenger,3,0,3,79,82,3.66
November 30 2020,Carson City,NV,Passenger,1,0,1,12,13,7.69
January 31 2023,Randolph,NC,Passenger,1,0,1,4,5,20.00
September 30 2018,Grays Harbor,WA,Truck,0,0,0,20300,20300,0.00
February 28 2018,Cook,IL,Passenger,1,0,1,288,289,0.35
September 30 2023,Alameda,CA,Passenger,6,2,8,168,176,4.55
January 31 2022,Collier,FL,Passenger,1,0,1,18,19,5.26
August 31 2020,Alexandria,VA,Passenger,3,0,3,134,137,2.19
May 31 2024,Wichita,TX,Passenger,1,0,1,27,28,3.57
May 31 2019,Clark,WA,Truck,0,0,0,80158,80158,0.00
November 30 2017,Skamania,WA,Passenger,10,7,17,8574,8591,0.20
January 31 2022,Klamath,OR,Passenger,1,0,1,32,33,3.03
September 30 2019,Kent,MI,Passenger,0,1,1,27,28,3.57
April 30 2020,Nueces,TX,Passenger,1,0,1,82,83,1.20
November 30 2022,Geary,KS,Passenger,1,0,1,80,81,1.23
November 30 2022,Wake,NC,Passenger,1,0,1,92,93,1.08
December 31 2023,Lake,IL,Passenger,6,0,6,125,131,4.58
November 30 2021,Plaquemines,LA,Passenger,0,1,1,20,21,4.76
May 31 2023,Wichita,TX,Passenger,1,0,1,32,33,3.03
August 31 2024,Washoe,NV,Passenger,2,0,2,36,38,5.26
September 30 2022,Fredericksburg,VA,Passenger,1,0,1,7,8,12.50
August 31 2021,Sevier,AR,Passenger,0,1,1,0,1,100.00
August 31 2017,Essex,NJ,Passenger,1,0,1,15,16,6.25
March 31 2021,Chelan,WA,Passenger,304,94,398,54526,54924,0.72
December 31 2017,Bexar,TX,Passenger,1,2,3,832,835,0.36
January 31 2021,New London,CT,Passenger,1,2,3,231,234,1.28
February 29 2020,Harrison,MS,Passenger,1,0,1,65,66,1.52
December 31 2020,Williams,ND,Passenger,0,1,1,10,11,9.09
February 29 2020,Columbia,OR,Passenger,1,0,1,27,28,3.57
October 31 2019,Albemarle,VA,Passenger,1,0,1,26,27,3.70
October 31 2023,Snohomish,WA,Passenger,15110,3400,18510,527206,545716,3.39
April 30 2017,Virginia Beach,VA,Passenger,2,1,3,643,646,0.46
July 31 2019,Cowlitz,WA,Passenger,106,107,213,73123,73336,0.29
July 31 2018,Snohomish,WA,Truck,1,0,1,121665,121666,0.00
January 31 2022,Klickitat,WA,Passenger,90,54,144,15290,15434,0.93
October 31 2022,Yellowstone,MT,Passenger,0,1,1,21,22,4.55
June 30 2023,Hardin,KY,Passenger,1,0,1,61,62,1.61
July 31 2018,Beaufort,SC,Passenger,1,0,1,41,42,2.38
February 28 2022,Clark,WA,Passenger,3627,1597,5224,318785,324009,1.61
June 30 2023,San Bernardino,CA,Passenger,3,1,4,315,319,1.25
January 31 2022,Spokane,WA,Truck,0,0,0,102528,102528,0.00
April 30 2017,Cobb,GA,Passenger,0,1,1,79,80,1.25
November 30 2022,Escambia,FL,Passenger,0,1,1,144,145,0.69
August 31 2020,Bucks,PA,Passenger,1,0,1,24,25,4.00
January 31 2018,Norfolk,MA,Passenger,1,0,1,39,40,2.50
May 31 2020,Camden,NJ,Passenger,0,1,1,23,24,4.17
June 30 2024,Tooele,UT,Passenger,2,0,2,6,8,25.00
October 31 2019,Monroe,IL,Passenger,1,0,1,4,5,20.00
October 31 2020,Monroe,IL,Passenger,1,0,1,2,3,33.33
December 31 2022,Clallam,WA,Truck,8,0,8,21854,21862,0.04
March 31 2017,Franklin,WA,Passenger,26,47,73,55301,55374,0.13
March 31 2020,Fairfax,VA,Passenger,5,2,7,758,765,0.92
June 30 2020,Kern,CA,Passenger,0,1,1,224,225,0.44
April 30 2017,Lincoln,WA,Truck,0,0,0,4463,4463,0.00
July 31 2024,Ferry,WA,Truck,0,0,0,3390,3390,0.00
January 31 2022,Chelan,WA,Truck,0,0,0,23041,23041,0.00
September 30 2023,Brevard,FL,Passenger,1,0,1,63,64,1.56
April 30 2019,Montgomery,TX,Passenger,2,0,2,63,65,3.08
July 31 2022,Gwinnett,GA,Passenger,1,0,1,58,59,1.69
August 31 2019,Fulton,GA,Passenger,0,3,3,104,107,2.80
December 31 2021,Lexington,SC,Passenger,1,0,1,26,27,3.70
October 31 2018,St. Lucie,FL,Passenger,1,0,1,28,29,3.45
February 28 2022,Sevier,AR,Passenger,0,1,1,0,1,100.00
January 31 2017,Bergen,NJ,Passenger,0,2,2,33,35,5.71
October 31 2022,Whatcom,WA,Passenger,1992,784,2776,148475,151251,1.84
May 31 2019,Jefferson,WA,Truck,0,0,0,9664,9664,0.00
February 28 2023,Solano,CA,Passenger,4,0,4,150,154,2.60
February 28 2019,DeKalb,GA,Passenger,1,0,1,81,82,1.22
October 31 2022,District of Columbia,DC,Passenger,2,0,2,152,154,1.30
July 31 2019,Manassas,VA,Passenger,0,1,1,9,10,10.00
September 30 2023,Washington,MD,Passenger,1,0,1,14,15,6.67
July 31 2022,Rock Island,IL,Passenger,0,1,1,13,14,7.14
August 31 2020,Randolph,NC,Passenger,1,0,1,8,9,11.11
February 28 2017,Pacific,WA,Passenger,5,6,11,14987,14998,0.07
September 30 2019,Santa Clara,CA,Passenger,5,2,7,370,377,1.86
December 31 2022,Benton,WA,Passenger,930,499,1429,135553,136982,1.04
April 30 2022,Snohomish,WA,Passenger,7961,2416,10377,533479,543856,1.91
December 31 2017,Yakima,WA,Passenger,59,75,134,162047,162181,0.08
October 31 2022,Arapahoe,CO,Passenger,0,1,1,96,97,1.03
November 30 2022,Essex,NJ,Passenger,2,0,2,11,13,15.38
September 30 2020,Klamath,OR,Passenger,1,0,1,34,35,2.86
April 30 2022,Deschutes,OR,Passenger,2,0,2,108,110,1.82
March 31 2023,Muscogee,GA,Passenger,1,2,3,112,115,2.61
July 31 2024,Lee,AL,Passenger,1,0,1,11,12,8.33
February 29 2020,Pierce,WA,Passenger,2252,1683,3935,550824,554759,0.71
October 31 2022,Pend Oreille,WA,Passenger,18,12,30,8982,9012,0.33
October 31 2018,Kitsap,WA,Passenger,879,507,1386,179888,181274,0.76
June 30 2018,Broward,FL,Passenger,1,1,2,133,135,1.48
June 30 2022,Autauga,AL,Passenger,1,0,1,13,14,7.14
April 30 2023,Lake,IL,Passenger,3,0,3,131,134,2.24
August 31 2024,Laramie,WY,Passenger,1,0,1,19,20,5.00
April 30 2023,Jackson,OK,Passenger,0,1,1,38,39,2.56
July 31 2019,Larimer,CO,Passenger,1,0,1,55,56,1.79
January 31 2017,Monroe,NY,Passenger,1,0,1,31,32,3.12
September 30 2020,Lewis,WA,Truck,0,0,0,26448,26448,0.00
March 31 2023,Island,WA,Passenger,982,419,1401,61084,62485,2.24
June 30 2017,Kittitas,WA,Passenger,22,17,39,27573,27612,0.14
November 30 2023,Muscogee,GA,Passenger,1,2,3,97,100,3.00
June 30 2024,Pacific,WA,Truck,11,0,11,7715,7726,0.14
March 31 2017,Palm Beach,FL,Passenger,0,1,1,103,104,0.96
April 30 2024,Collin,TX,Passenger,1,0,1,34,35,2.86
April 30 2017,Allegheny,PA,Passenger,1,0,1,93,94,1.06
August 31 2023,Middlesex,MA,Passenger,2,0,2,88,90,2.22
February 29 2024,Shelby,AL,Passenger,1,0,1,5,6,16.67
November 30 2020,DuPage,IL,Passenger,4,1,5,58,63,7.94
June 30 2017,Marin,CA,Passenger,1,0,1,59,60,1.67
January 31 2019,Beaufort,SC,Passenger,1,0,1,40,41,2.44
April 30 2020,Osceola,FL,Passenger,1,0,1,45,46,2.17
December 31 2018,Monroe,IL,Passenger,1,0,1,3,4,25.00
October 31 2022,Kittitas,WA,Truck,5,0,5,14589,14594,0.03
August 31 2022,Norfolk,VA,Passenger,2,3,5,281,286,1.75
April 30 2021,Pima,AZ,Passenger,2,1,3,329,332,0.90
January 31 2017,District of Columbia,DC,Passenger,0,3,3,232,235,1.28
January 31 2022,Snohomish,WA,Passenger,7215,2276,9491,536173,545664,1.74
May 31 2022,Sacramento,CA,Passenger,1,1,2,239,241,0.83
March 31 2021,San Francisco,CA,Passenger,2,2,4,102,106,3.77
May 31 2017,Shelby,TN,Passenger,0,1,1,112,113,0.88
February 28 2019,Salt Lake,UT,Passenger,1,0,1,219,220,0.45
November 30 2023,Loudoun,VA,Passenger,2,1,3,60,63,4.76
June 30 2018,Beaufort,SC,Passenger,1,0,1,42,43,2.33
April 30 2020,DuPage,IL,Passenger,4,0,4,62,66,6.06
March 31 2022,Okaloosa,FL,Passenger,0,1,1,113,114,0.88
January 31 2022,Lexington,SC,Passenger,1,0,1,26,27,3.70
July 31 2021,Louisa,VA,Passenger,0,1,1,1,2,50.00
July 31 2022,Louisa,VA,Passenger,0,1,1,1,2,50.00
November 30 2022,Hamilton,OH,Truck,1,0,1,4,5,20.00
March 31 2024,Pitt,NC,Passenger,0,1,1,6,7,14.29
September 30 2023,Lincoln,WA,Passenger,21,22,43,7589,7632,0.56
June 30 2022,Mason,WA,Truck,1,0,1,21026,21027,0.00
December 31 2022,Clark,NV,Passenger,9,3,12,512,524,2.29
May 31 2024,Newport,RI,Passenger,0,2,2,56,58,3.45
July 31 2022,New London,CT,Passenger,2,4,6,196,202,2.97
February 28 2023,Yellowstone,MT,Passenger,0,1,1,17,18,5.56
April 30 2023,Hamilton,OH,Passenger,1,0,1,35,36,2.78
April 30 2022,Albemarle,VA,Passenger,3,0,3,20,23,13.04
July 31 2017,Mercer,NJ,Passenger,0,1,1,16,17,5.88
February 29 2024,Marin,CA,Passenger,1,1,2,31,33,6.06
February 28 2019,Oldham,KY,Passenger,0,1,1,5,6,16.67
March 31 2022,Hanover,VA,Passenger,1,0,1,1,2,50.00
October 31 2021,Solano,CA,Passenger,1,0,1,182,183,0.55
May 31 2021,Skagit,WA,Truck,1,0,1,33033,33034,0.00
October 31 2021,Lake,IL,Passenger,3,0,3,170,173,1.73
August 31 2019,Maricopa,AZ,Passenger,7,6,13,1636,1649,0.79
August 31 2020,Columbia,WA,Truck,0,0,0,1525,1525,0.00
December 31 2022,Clark,WA,Passenger,4916,2024,6940,314400,321340,2.16
March 31 2023,Snohomish,WA,Truck,133,0,133,121958,122091,0.11
September 30 2018,Charles,MD,Passenger,0,1,1,85,86,1.16
January 31 2020,Travis,TX,Passenger,3,1,4,204,208,1.92
July 31 2022,Pulaski,AR,Passenger,1,0,1,30,31,3.23
April 30 2022,Moore,NC,Passenger,0,1,1,118,119,0.84
July 31 2021,Harford,MD,Passenger,0,1,1,55,56,1.79
August 31 2022,Travis,TX,Passenger,2,1,3,117,120,2.50
December 31 2022,Hardin,KY,Passenger,1,0,1,62,63,1.59
June 30 2021,Okaloosa,FL,Passenger,0,1,1,125,126,0.79
July 31 2024,DuPage,IL,Passenger,2,1,3,22,25,12.00
August 31 2021,Pend Oreille,WA,Truck,0,0,0,5721,5721,0.00
March 31 2020,Sedgwick,KS,Passenger,1,1,2,97,99,2.02
March 31 2020,Virginia Beach,VA,Passenger,1,0,1,681,682,0.15
June 30 2018,Dale,AL,Passenger,0,1,1,55,56,1.79
November 30 2023,Whitman,WA,Truck,6,0,6,8669,8675,0.07
April 30 2021,King,WA,Passenger,29448,8751,38199,1368335,1406534,2.72
September 30 2023,Franklin,OH,Passenger,1,0,1,46,47,2.13
June 30 2021,Santa Clara,CA,Passenger,10,2,12,275,287,4.18
April 30 2022,Kings,NY,Passenger,1,0,1,65,66,1.52
June 30 2018,Hawaii,HI,Passenger,1,0,1,76,77,1.30
November 30 2019,Bucks,PA,Passenger,1,0,1,26,27,3.70
October 31 2022,Anchorage,AK,Passenger,1,0,1,133,134,0.75
April 30 2020,Lee,FL,Passenger,1,0,1,50,51,1.96
January 31 2020,Oldham,KY,Passenger,0,1,1,4,5,20.00
October 31 2019,Valencia,NM,Passenger,1,0,1,8,9,11.11
August 31 2021,Randolph,NC,Passenger,1,0,1,6,7,14.29
November 30 2021,Powhatan,VA,Passenger,1,0,1,1,2,50.00
January 31 2018,District of Columbia,DC,Passenger,0,3,3,193,196,1.53
May 31 2023,Harrison,MS,Passenger,1,0,1,39,40,2.50
July 31 2022,Chesapeake,VA,Passenger,3,1,4,361,365,1.10
June 30 2023,Skagit,WA,Truck,21,0,21,31858,31879,0.07
July 31 2022,Deschutes,OR,Passenger,2,0,2,100,102,1.96
October 31 2020,Pacific,WA,Passenger,34,34,68,15714,15782,0.43
December 31 2018,Tarrant,TX,Passenger,1,0,1,208,209,0.48
May 31 2019,San Juan,WA,Passenger,207,71,278,14352,14630,1.90
February 28 2021,Maricopa,AZ,Passenger,6,8,14,1422,1436,0.97
February 28 2017,Oklahoma,OK,Passenger,0,1,1,194,195,0.51
August 31 2020,Whatcom,WA,Passenger,1111,512,1623,149098,150721,1.08
October 31 2022,Muscogee,GA,Passenger,1,2,3,125,128,2.34
January 31 2023,King,WA,Passenger,49785,12498,62283,1330985,1393268,4.47
May 31 2020,Charles,MD,Passenger,1,1,2,77,79,2.53
April 30 2019,Pinal,AZ,Passenger,2,0,2,203,205,0.98
March 31 2024,Fresno,CA,Passenger,0,1,1,124,125,0.80
June 30 2019,Wayne,MI,Passenger,0,1,1,67,68,1.47
August 31 2023,Virginia Beach,VA,Truck,1,0,1,102,103,0.97
November 30 2023,Lake,IN,Passenger,0,1,1,6,7,14.29
February 29 2020,Lee,FL,Passenger,1,0,1,51,52,1.92
February 28 2023,Kootenai,ID,Truck,1,0,1,32,33,3.03
February 28 2021,Larimer,CO,Passenger,1,0,1,49,50,2.00
August 31 2024,Washtenaw,MI,Passenger,0,1,1,12,13,7.69
April 30 2019,Owyhee,ID,Passenger,1,0,1,5,6,16.67
May 31 2021,Ray,MO,Passenger,0,1,1,1,2,50.00
April 30 2018,St. Lucie,FL,Passenger,1,0,1,25,26,3.85
March 31 2024,Lincoln,WA,Truck,0,0,0,4818,4818,0.00
June 30 2021,Cook,IL,Passenger,1,0,1,229,230,0.43
August 31 2018,Yakima,WA,Truck,0,0,0,58608,58608,0.00
February 28 2019,Grant,WA,Truck,0,0,0,26307,26307,0.00
February 28 2022,Multnomah,OR,Passenger,2,4,6,627,633,0.95
August 31 2022,Jefferson,NY,Passenger,1,0,1,214,215,0.47
December 31 2023,Middlesex,NJ,Passenger,1,0,1,19,20,5.00
July 31 2020,Okaloosa,FL,Passenger,0,1,1,148,149,0.67
February 29 2024,Lee,AL,Passenger,1,0,1,13,14,7.14
December 31 2020,Washtenaw,MI,Passenger,1,1,2,34,36,5.56
January 31 2024,Walla Walla,WA,Truck,10,0,10,13667,13677,0.07
May 31 2020,Pinal,AZ,Passenger,1,0,1,197,198,0.51
May 31 2021,Adams,WA,Truck,0,0,0,5373,5373,0.00
March 31 2019,St. Mary's,MD,Passenger,1,0,1,206,207,0.48
June 30 2018,Asotin,WA,Passenger,9,6,15,12596,12611,0.12
December 31 2022,Yakima,WA,Passenger,425,217,642,166228,166870,0.38
June 30 2021,Kootenai,ID,Passenger,0,1,1,200,201,0.50
August 31 2024,Sedgwick,KS,Passenger,0,1,1,38,39,2.56
November 30 2019,Spartanburg,SC,Passenger,0,1,1,48,49,2.04
May 31 2017,Franklin,OH,Passenger,0,1,1,125,126,0.79
April 30 2017,Prince William,VA,Passenger,0,4,4,274,278,1.44
November 30 2018,Nueces,TX,Passenger,1,1,2,92,94,2.13
February 28 2023,Sedgwick,KS,Passenger,0,1,1,70,71,1.41
February 29 2024,Kings,CA,Passenger,5,1,6,258,264,2.27
September 30 2022,Sonoma,CA,Passenger,1,1,2,85,87,2.30
June 30 2024,Marin,CA,Passenger,1,1,2,28,30,6.67
May 31 2019,Stevens,WA,Passenger,21,29,50,31659,31709,0.16
September 30 2018,San Juan,WA,Truck,0,0,0,5759,5759,0.00
October 31 2019,Whitman,WA,Truck,0,0,0,8597,8597,0.00
August 31 2024,Goochland,VA,Passenger,1,0,1,19,20,5.00
November 30 2019,Alameda,CA,Passenger,4,1,5,304,309,1.62
February 28 2017,Benton,WA,Truck,0,0,0,39740,39740,0.00
April 30 2018,Klamath,OR,Passenger,1,0,1,35,36,2.78
July 31 2021,Nueces,TX,Passenger,1,0,1,72,73,1.37
February 28 2023,St. Clair,IL,Passenger,1,0,1,119,120,0.83
August 31 2022,Kootenai,ID,Truck,1,0,1,38,39,2.56
February 29 2024,Cumberland,PA,Passenger,1,1,2,34,36,5.56
May 31 2024,Charlottesville,VA,Passenger,0,1,1,4,5,20.00
June 30 2022,Collin,TX,Passenger,4,0,4,99,103,3.88
October 31 2023,Pend Oreille,WA,Passenger,31,19,50,8821,8871,0.56
April 30 2017,Franklin,WA,Truck,0,0,0,17991,17991,0.00
November 30 2023,Bexar,TX,Passenger,2,3,5,372,377,1.33
April 30 2020,Ada,ID,Passenger,0,1,1,302,303,0.33
January 31 2017,Douglas,WA,Passenger,29,19,48,26575,26623,0.18
June 30 2022,Adams,WA,Truck,1,0,1,5467,5468,0.02
November 30 2022,Pulaski,AR,Passenger,3,0,3,30,33,9.09
September 30 2022,Maricopa,AZ,Passenger,17,3,20,1005,1025,1.95
September 30 2023,San Joaquin,CA,Passenger,1,1,2,73,75,2.67
March 31 2024,Virginia Beach,VA,Truck,1,0,1,96,97,1.03
December 31 2023,Adams,CO,Passenger,1,0,1,21,22,4.55
May 31 2018,Monterey,CA,Passenger,0,1,1,191,192,0.52
July 31 2017,Spokane,WA,Truck,1,0,1,90734,90735,0.00
October 31 2020,Yakima,WA,Truck,0,0,0,60679,60679,0.00
April 30 2024,Douglas,WA,Truck,14,0,14,13025,13039,0.11
May 31 2018,Grays Harbor,WA,Truck,0,0,0,20175,20175,0.00
June 30 2019,Alexandria,VA,Passenger,1,0,1,146,147,0.68
August 31 2019,Calvert,MD,Passenger,0,2,2,91,93,2.15
October 31 2021,Loudoun,VA,Passenger,1,0,1,70,71,1.41
April 30 2017,Hamilton,IN,Passenger,1,0,1,61,62,1.61
May 31 2024,Hardin,KY,Truck,1,0,1,18,19,5.26
April 30 2023,Pend Oreille,WA,Passenger,31,13,44,8889,8933,0.49
March 31 2019,Klickitat,WA,Truck,0,0,0,8200,8200,0.00
